"Date","Instagram Profile","Followers","Net Follower Growth","Followers Gained","Followers Lost","Following","Net Following Growth","Published Posts & Stories","Impressions","Reach","Engagements","Likes","Comments","Saves","Story Replies","Profile Actions","Engagement Rate (per Impression)"
"10-27-2021","ucberkeleysummer","1,475","3","5","2","111","0","0","22","3","0","0","0","0","0","0","0%"
"10-27-2021","ucbstudyabroad","2,462","2","3","1","223","0","1","932","413","25","24","0","1","0","2","2.68%"
"10-28-2021","ucberkeleysummer","1,477","2","2","0","111","0","0","4","1","0","0","0","0","0","0","0%"
"10-28-2021","ucbstudyabroad","2,474","12","14","2","223","0","1","851","457","22","22","0","0","0","3","2.59%"
"10-29-2021","ucberkeleysummer","1,478","1","1","0","111","0","0","0","0","0","0","0","0","0","0",""
"10-29-2021","ucbstudyabroad","2,477","3","3","0","224","1","0","327","106","28","27","0","1","0","0","8.56%"
"10-30-2021","ucberkeleysummer","1,479","1","1","0","111","0","0","1","1","0","0","0","0","0","2","0%"
"10-30-2021","ucbstudyabroad","2,477","0","0","0","224","0","0","31","22","0","0","0","0","0","0","0%"
"10-31-2021","ucberkeleysummer","1,479","0","3","3","111","0","0","0","0","0","0","0","0","0","0",""
"10-31-2021","ucbstudyabroad","2,473","-4","0","4","224","0","0","12","12","0","0","0","0","0","0","0%"
"11-01-2021","ucberkeleysummer","1,483","4","4","0","111","0","0","0","0","0","0","0","0","0","0",""
"11-01-2021","ucbstudyabroad","2,474","1","2","1","224","0","0","10","6","0","0","0","0","0","0","0%"
"11-02-2021","ucberkeleysummer","1,484","1","1","0","111","0","0","2","1","0","0","0","0","0","0","0%"
"11-02-2021","ucbstudyabroad","2,471","-3","1","4","224","0","5","1,546","475","0","0","0","0","0","8","0%"
"11-03-2021","ucberkeleysummer","1,486","2","2","0","111","0","0","1","1","0","0","0","0","0","0","0%"
"11-03-2021","ucbstudyabroad","2,471","0","2","2","224","0","0","1,327","1,143","30","30","0","0","0","1","2.26%"
"11-04-2021","ucberkeleysummer","1,487","1","1","0","111","0","0","0","0","0","0","0","0","0","0",""
"11-04-2021","ucbstudyabroad","2,472","1","1","0","223","-1","1","424","338","18","17","0","1","0","0","4.25%"
"11-05-2021","ucberkeleysummer","1,487","0","0","0","111","0","0","24","1","0","0","0","0","0","1","0%"
"11-05-2021","ucbstudyabroad","2,475","3","4","1","223","0","2","1,000","588","105","80","0","25","0","9","10.5%"
"11-06-2021","ucberkeleysummer","1,488","1","1","0","111","0","0","2","1","0","0","0","0","0","0","0%"
"11-06-2021","ucbstudyabroad","2,474","-1","2","3","223","0","0","157","134","17","10","0","7","0","1","10.83%"
"11-07-2021","ucberkeleysummer","1,487","-1","0","1","111","0","0","12","2","0","0","0","0","0","1","0%"
"11-07-2021","ucbstudyabroad","2,474","0","1","1","223","0","0","194","40","4","3","0","1","0","0","2.06%"
"11-08-2021","ucberkeleysummer","1,485","-2","2","4","111","0","0","1","1","0","0","0","0","0","2","0%"
"11-08-2021","ucbstudyabroad","2,478","4","6","2","223","0","2","939","512","31","26","0","5","0","2","3.3%"
"11-09-2021","ucberkeleysummer","1,485","0","0","0","111","0","0","11","1","0","0","0","0","0","0","0%"
"11-09-2021","ucbstudyabroad","2,475","-3","3","6","223","0","0","118","101","8","5","0","3","0","2","6.78%"
"11-10-2021","ucberkeleysummer","1,486","1","1","0","111","0","0","0","0","0","0","0","0","0","0",""
"11-10-2021","ucbstudyabroad","2,477","2","2","0","223","0","3","552","323","14","14","0","0","0","7","2.54%"
"11-11-2021","ucberkeleysummer","1,487","1","1","0","111","0","0","3","3","0","0","0","0","0","0","0%"
"11-11-2021","ucbstudyabroad","2,475","-2","0","2","223","0","1","423","322","1","1","0","0","0","2","0.24%"
"11-12-2021","ucberkeleysummer","1,487","0","0","0","111","0","0","2","1","0","0","0","0","0","0","0%"
"11-12-2021","ucbstudyabroad","2,478","3","4","1","223","0","1","526","373","29","28","0","1","0","1","5.51%"
"11-13-2021","ucberkeleysummer","1,487","0","1","1","111","0","0","0","0","0","0","0","0","0","0",""
"11-13-2021","ucbstudyabroad","2,482","4","5","1","223","0","0","153","108","19","19","0","0","0","0","12.42%"
"11-14-2021","ucberkeleysummer","1,488","1","1","0","111","0","0","1","1","0","0","0","0","0","0","0%"
"11-14-2021","ucbstudyabroad","2,483","1","1","0","223","0","0","61","39","17","12","0","5","0","0","27.87%"
"11-15-2021","ucberkeleysummer","1,486","-2","1","3","111","0","0","36","3","0","0","0","0","0","3","0%"
"11-15-2021","ucbstudyabroad","2,485","2","4","2","223","0","2","722","450","31","25","0","6","0","11","4.29%"
"11-16-2021","ucberkeleysummer","1,484","-2","2","4","111","0","0","2","1","0","0","0","0","0","1","0%"
"11-16-2021","ucbstudyabroad","2,485","3","3","","","","3","1,080","461","29","26","0","3","0","3","2.69%"
"11-17-2021","ucberkeleysummer","1,487","3","4","1","111","0","0","6","3","0","0","0","0","0","0","0%"
"11-17-2021","ucbstudyabroad","2,490","5","5","0","223","","4","1,140","518","37","37","0","0","0","8","3.25%"
"11-18-2021","ucberkeleysummer","1,487","0","1","1","110","-1","0","2","1","0","0","0","0","0","0","0%"
"11-18-2021","ucbstudyabroad","2,492","2","2","0","223","0","0","358","226","48","39","0","9","0","4","13.41%"
"11-19-2021","ucberkeleysummer","1,489","2","2","0","111","1","0","3","2","0","0","0","0","0","0","0%"
"11-19-2021","ucbstudyabroad","2,493","1","2","1","223","0","0","73","45","22","10","0","12","0","0","30.14%"
"11-20-2021","ucberkeleysummer","1,490","1","1","0","111","0","0","5","2","0","0","0","0","0","0","0%"
"11-20-2021","ucbstudyabroad","2,491","-2","1","3","222","-1","0","72","16","0","0","0","0","0","0","0%"
"11-21-2021","ucberkeleysummer","1,489","-1","3","4","111","0","0","2","1","0","0","0","0","0","0","0%"
"11-21-2021","ucbstudyabroad","2,490","-1","1","2","222","0","0","16","9","1","1","0","0","0","0","6.25%"
"11-22-2021","ucberkeleysummer","1,491","2","2","0","111","0","0","4","1","0","0","0","0","0","0","0%"
"11-22-2021","ucbstudyabroad","2,488","-2","1","3","223","1","0","34","11","0","0","0","0","0","0","0%"
"11-23-2021","ucberkeleysummer","1,495","4","6","2","111","0","0","13","4","0","0","0","0","0","1","0%"
"11-23-2021","ucbstudyabroad","2,488","0","0","0","223","0","1","409","319","21","21","0","0","0","0","5.13%"
"11-24-2021","ucberkeleysummer","1,499","4","4","0","111","0","0","3","2","0","0","0","0","0","0","0%"
"11-24-2021","ucbstudyabroad","2,488","0","0","0","222","-1","1","621","439","46","41","0","5","0","13","7.41%"
"11-25-2021","ucberkeleysummer","1,500","1","1","0","111","0","0","2","1","0","0","0","0","0","0","0%"
"11-25-2021","ucbstudyabroad","2,489","1","2","1","222","0","0","94","82","22","18","0","4","0","2","23.4%"
"11-26-2021","ucberkeleysummer","1,502","2","2","0","111","0","0","0","0","0","0","0","0","0","1",""
"11-26-2021","ucbstudyabroad","2,489","0","0","0","222","0","0","31","20","2","2","0","0","0","0","6.45%"
"11-27-2021","ucberkeleysummer","1,505","3","3","0","111","0","0","18","2","0","0","0","0","0","0","0%"
"11-27-2021","ucbstudyabroad","2,489","0","1","1","222","0","0","307","16","0","0","0","0","0","1","0%"
"11-28-2021","ucberkeleysummer","1,508","3","3","0","111","0","0","30","2","0","0","0","0","0","0","0%"
"11-28-2021","ucbstudyabroad","2,489","0","0","0","222","0","0","13","7","0","0","0","0","0","1","0%"
"11-29-2021","ucberkeleysummer","1,510","2","2","0","111","0","0","39","3","0","0","0","0","0","0","0%"
"11-29-2021","ucbstudyabroad","2,489","0","2","2","222","0","0","10","6","0","0","0","0","0","0","0%"
"11-30-2021","ucberkeleysummer","1,511","1","1","0","111","0","0","60","9","0","0","0","0","0","0","0%"
"11-30-2021","ucbstudyabroad","2,491","2","3","1","222","0","2","801","428","26","26","0","0","0","3","3.25%"
"12-01-2021","ucberkeleysummer","1,512","1","5","4","111","0","0","4","3","0","0","0","0","0","1","0%"
"12-01-2021","ucbstudyabroad","2,492","1","2","1","222","0","0","227","112","8","8","0","0","0","0","3.52%"
"12-02-2021","ucberkeleysummer","1,513","1","1","0","111","0","1","367","253","4","4","0","0","0","3","1.09%"
"12-02-2021","ucbstudyabroad","2,491","-1","0","1","222","0","1","479","375","26","25","0","1","0","5","5.43%"
"12-03-2021","ucberkeleysummer","1,515","2","3","1","111","0","0","86","74","18","18","0","0","0","0","20.93%"
"12-03-2021","ucbstudyabroad","2,491","0","1","1","222","0","0","62","50","5","5","0","0","0","0","8.06%"
"12-04-2021","ucberkeleysummer","1,516","1","2","1","111","0","0","45","26","2","2","0","0","0","0","4.44%"
"12-04-2021","ucbstudyabroad","2,493","2","3","1","222","0","0","40","17","1","1","0","0","0","0","2.5%"
"12-05-2021","ucberkeleysummer","1,518","2","4","2","111","0","0","17","5","1","0","0","1","0","0","5.88%"
"12-05-2021","ucbstudyabroad","2,495","2","2","0","222","0","0","50","8","2","2","0","0","0","0","4%"
"12-06-2021","ucberkeleysummer","1,522","4","4","0","111","0","0","3","2","0","0","0","0","0","0","0%"
"12-06-2021","ucbstudyabroad","2,494","-1","1","2","222","0","0","7","7","0","0","0","0","0","0","0%"
"12-07-2021","ucberkeleysummer","1,524","2","2","0","111","0","1","463","430","16","16","0","0","0","5","3.46%"
"12-07-2021","ucbstudyabroad","2,494","0","0","0","222","0","14","2,927","369","0","0","0","0","0","3","0%"
"12-08-2021","ucberkeleysummer","1,525","1","3","2","111","0","0","116","89","16","15","0","1","0","3","13.79%"
"12-08-2021","ucbstudyabroad","2,493","-1","1","2","222","0","0","799","151","10","10","0","0","0","1","1.25%"
"12-09-2021","ucberkeleysummer","1,527","2","2","0","111","0","0","42","17","8","5","0","3","0","0","19.05%"
"12-09-2021","ucbstudyabroad","2,493","0","0","0","222","0","1","389","326","5","5","0","0","0","0","1.29%"
"12-10-2021","ucberkeleysummer","1,529","2","2","0","111","0","0","16","3","3","1","0","2","0","0","18.75%"
"12-10-2021","ucbstudyabroad","2,498","5","8","3","222","0","0","166","97","37","37","0","0","0","0","22.29%"
"12-11-2021","ucberkeleysummer","1,531","2","2","0","111","0","0","7","5","2","0","0","2","0","2","28.57%"
"12-11-2021","ucbstudyabroad","2,504","6","6","0","222","0","0","120","47","9","8","0","1","0","1","7.5%"
"12-12-2021","ucberkeleysummer","1,532","1","1","0","111","0","0","18","7","1","0","0","1","0","0","5.56%"
"12-12-2021","ucbstudyabroad","2,508","4","4","0","222","0","0","22","8","5","5","0","0","0","0","22.73%"
"12-13-2021","ucberkeleysummer","1,533","1","3","2","111","0","1","449","385","1","0","0","1","0","6","0.22%"
"12-13-2021","ucbstudyabroad","2,510","2","2","0","222","0","0","3","3","0","0","0","0","0","0","0%"
"12-14-2021","ucberkeleysummer","1,535","2","7","5","111","0","0","87","58","30","28","1","1","0","2","34.48%"
"12-14-2021","ucbstudyabroad","2,509","-1","5","6","222","0","1","408","371","16","16","0","0","0","2","3.92%"
"12-15-2021","ucberkeleysummer","1,538","3","4","1","111","0","1","252","224","9","4","0","5","0","2","3.57%"
"12-15-2021","ucbstudyabroad","2,511","2","2","0","222","0","1","406","334","13","13","0","0","0","0","3.2%"
"12-16-2021","ucberkeleysummer","1,538","0","1","1","111","0","0","70","44","6","5","0","1","0","0","8.57%"
"12-16-2021","ucbstudyabroad","2,512","1","3","2","222","0","0","294","98","16","16","0","0","0","0","5.44%"
"12-17-2021","ucberkeleysummer","1,539","1","1","0","111","0","0","26","5","4","2","0","2","0","0","15.38%"
"12-17-2021","ucbstudyabroad","2,515","3","3","0","223","1","0","116","39","8","6","0","2","0","0","6.9%"
"12-18-2021","ucberkeleysummer","1,539","0","3","3","111","0","0","32","6","1","0","0","1","0","1","3.13%"
"12-18-2021","ucbstudyabroad","2,513","-2","0","2","223","0","0","15","10","4","3","0","1","0","0","26.67%"
"12-19-2021","ucberkeleysummer","1,540","1","1","0","111","0","0","48","5","2","0","0","2","0","2","4.17%"
"12-19-2021","ucbstudyabroad","2,512","-1","0","1","223","0","0","9","4","0","0","0","0","0","0","0%"
"12-20-2021","ucberkeleysummer","1,539","-1","1","2","111","0","1","225","198","1","0","0","1","0","0","0.44%"
"12-20-2021","ucbstudyabroad","2,509","-3","1","4","223","0","1","439","377","27","27","0","0","0","0","6.15%"
"12-21-2021","ucberkeleysummer","1,541","2","2","0","111","0","0","60","57","9","9","0","0","0","0","15%"
"12-21-2021","ucbstudyabroad","2,511","2","2","0","223","0","0","115","49","1","0","0","1","0","0","0.87%"
"12-22-2021","ucberkeleysummer","1,541","0","0","0","111","0","0","16","16","5","5","0","0","0","0","31.25%"
"12-22-2021","ucbstudyabroad","2,513","2","4","2","223","0","0","21","14","2","1","0","1","0","0","9.52%"
"12-23-2021","ucberkeleysummer","1,543","2","2","0","111","0","0","10","4","2","0","0","2","0","0","20%"
"12-23-2021","ucbstudyabroad","2,512","-1","0","1","223","0","0","94","10","0","0","0","0","0","0","0%"
"12-24-2021","ucberkeleysummer","1,546","3","3","0","111","0","0","4","4","0","0","0","0","0","0","0%"
"12-24-2021","ucbstudyabroad","2,511","-1","0","1","223","0","0","4","4","0","0","0","0","0","0","0%"
"12-25-2021","ucberkeleysummer","1,546","0","0","0","111","0","0","5","2","0","0","0","0","0","0","0%"
"12-25-2021","ucbstudyabroad","2,509","-2","2","4","223","0","0","7","7","0","0","0","0","0","0","0%"
"12-26-2021","ucberkeleysummer","1,547","1","1","0","111","0","0","0","0","1","0","0","1","0","0",""
"12-26-2021","ucbstudyabroad","2,505","-4","0","4","223","0","0","19","5","0","0","0","0","0","0","0%"
"12-27-2021","ucberkeleysummer","1,545","-2","2","4","111","0","0","26","2","0","0","0","0","0","0","0%"
"12-27-2021","ucbstudyabroad","2,505","0","0","0","223","0","0","14","7","1","0","0","1","0","0","7.14%"
"12-28-2021","ucberkeleysummer","1,545","0","1","1","111","0","0","18","1","0","0","0","0","0","0","0%"
"12-28-2021","ucbstudyabroad","2,504","-1","2","3","223","0","0","32","7","1","0","0","1","0","0","3.13%"
"12-29-2021","ucberkeleysummer","1,545","0","2","2","111","0","0","0","0","0","0","0","0","0","0",""
"12-29-2021","ucbstudyabroad","2,506","2","2","0","223","0","0","10","5","0","0","0","0","0","0","0%"
"12-30-2021","ucberkeleysummer","1,544","-1","2","3","111","0","0","0","0","0","0","0","0","0","0",""
"12-30-2021","ucbstudyabroad","2,504","-2","1","3","223","0","0","20","6","0","0","0","0","0","2","0%"
"12-31-2021","ucberkeleysummer","1,543","-1","3","4","111","0","0","0","0","0","0","0","0","0","0",""
"12-31-2021","ucbstudyabroad","2,506","2","3","1","223","0","0","17","7","1","0","1","0","0","4","5.88%"
"01-01-2022","ucberkeleysummer","1,544","1","2","1","111","0","0","3","2","1","0","0","1","0","0","33.33%"
"01-01-2022","ucbstudyabroad","2,506","0","0","0","223","0","0","45","5","0","0","0","0","0","0","0%"
"01-02-2022","ucberkeleysummer","1,545","1","1","0","111","0","0","13","1","0","0","0","0","0","1","0%"
"01-02-2022","ucbstudyabroad","2,507","1","1","0","223","0","0","10","8","0","0","0","0","0","0","0%"
"01-03-2022","ucberkeleysummer","1,547","2","2","0","111","0","0","6","2","0","0","0","0","0","0","0%"
"01-03-2022","ucbstudyabroad","2,507","0","1","1","222","-1","0","15","7","0","0","0","0","0","0","0%"
"01-04-2022","ucberkeleysummer","1,548","1","4","3","111","0","0","16","3","0","0","0","0","0","1","0%"
"01-04-2022","ucbstudyabroad","2,507","0","0","0","222","0","2","618","392","0","0","0","0","0","2","0%"
"01-05-2022","ucberkeleysummer","1,549","1","1","0","111","0","0","0","0","0","0","0","0","0","0",""
"01-05-2022","ucbstudyabroad","2,506","-1","1","2","222","0","0","179","132","19","19","0","0","0","0","10.61%"
"01-06-2022","ucberkeleysummer","1,548","-1","1","2","111","0","0","0","0","0","0","0","0","0","0",""
"01-06-2022","ucbstudyabroad","2,508","2","2","0","222","0","1","644","565","13","13","0","0","0","3","2.02%"
"01-07-2022","ucberkeleysummer","1,548","0","3","3","111","0","0","32","6","0","0","0","0","0","1","0%"
"01-07-2022","ucbstudyabroad","2,509","1","3","2","222","0","0","264","129","59","53","1","5","0","2","22.35%"
"01-08-2022","ucberkeleysummer","1,550","2","3","1","111","0","0","21","4","1","0","0","1","0","1","4.76%"
"01-08-2022","ucbstudyabroad","2,511","2","2","0","222","0","0","258","100","12","11","0","1","0","0","4.65%"
"01-09-2022","ucberkeleysummer","1,551","1","1","0","111","0","0","5","2","0","0","0","0","0","0","0%"
"01-09-2022","ucbstudyabroad","2,512","1","2","1","222","0","0","33","20","9","8","0","1","0","1","27.27%"
"01-10-2022","ucberkeleysummer","1,552","1","4","3","111","0","0","48","6","0","0","0","0","0","0","0%"
"01-10-2022","ucbstudyabroad","2,511","-1","0","1","222","0","1","406","323","2","2","0","0","0","0","0.49%"
"01-11-2022","ucberkeleysummer","1,554","2","2","0","111","0","0","17","4","0","0","0","0","0","0","0%"
"01-11-2022","ucbstudyabroad","2,517","6","9","3","222","0","0","307","115","18","18","0","0","0","1","5.86%"
"01-12-2022","ucberkeleysummer","1,556","2","6","4","111","0","0","24","3","0","0","0","0","0","1","0%"
"01-12-2022","ucbstudyabroad","2,521","4","4","0","222","0","0","141","44","9","7","1","1","0","0","6.38%"
"01-13-2022","ucberkeleysummer","1,560","4","4","0","111","0","0","61","4","0","0","0","0","0","0","0%"
"01-13-2022","ucbstudyabroad","2,522","1","2","1","222","0","1","453","231","4","4","0","0","0","0","0.88%"
"01-14-2022","ucberkeleysummer","1,560","0","0","0","111","0","1","335","302","0","0","0","0","0","1","0%"
"01-14-2022","ucbstudyabroad","2,521","-1","3","4","222","0","0","143","75","15","15","0","0","0","0","10.49%"
"01-15-2022","ucberkeleysummer","1,562","2","6","4","111","0","0","140","106","19","19","0","0","0","1","13.57%"
"01-15-2022","ucbstudyabroad","2,521","0","3","3","222","0","0","55","27","1","0","0","1","0","0","1.82%"
"01-16-2022","ucberkeleysummer","1,566","4","4","0","111","0","0","38","16","10","4","0","6","0","0","26.32%"
"01-16-2022","ucbstudyabroad","2,524","3","4","1","222","0","0","109","15","2","2","0","0","0","0","1.83%"
"01-17-2022","ucberkeleysummer","1,568","2","2","0","111","0","0","13","8","3","2","0","1","0","0","23.08%"
"01-17-2022","ucbstudyabroad","2,522","-2","0","2","222","0","0","8","6","1","1","0","0","0","0","12.5%"
"01-18-2022","ucberkeleysummer","1,570","2","4","2","111","0","1","268","237","8","8","0","0","0","0","2.99%"
"01-18-2022","ucbstudyabroad","2,527","5","5","0","222","0","1","907","756","64","56","1","7","0","14","7.06%"
"01-19-2022","ucberkeleysummer","1,576","6","6","0","111","0","1","498","359","7","5","0","2","0","2","1.41%"
"01-19-2022","ucbstudyabroad","2,533","6","7","1","222","0","0","323","244","18","11","0","7","0","2","5.57%"
"01-20-2022","ucberkeleysummer","1,581","5","5","0","111","0","1","189","147","26","21","0","5","0","0","13.76%"
"01-20-2022","ucbstudyabroad","2,541","8","12","4","222","0","2","862","557","43","30","0","13","0","7","4.99%"
"01-21-2022","ucberkeleysummer","1,584","3","3","0","111","0","1","376","270","11","10","0","1","0","0","2.93%"
"01-21-2022","ucbstudyabroad","2,543","2","3","1","222","0","1","733","530","53","37","0","16","0","7","7.23%"
"01-22-2022","ucberkeleysummer","1,584","0","0","0","111","0","0","91","81","14","11","0","3","0","1","15.38%"
"01-22-2022","ucbstudyabroad","2,543","0","1","1","222","0","0","174","113","22","14","0","8","0","1","12.64%"
"01-23-2022","ucberkeleysummer","1,582","-2","5","7","111","0","0","81","56","7","4","0","3","0","2","8.64%"
"01-23-2022","ucbstudyabroad","2,543","0","1","1","222","0","0","56","36","5","2","0","3","0","2","8.93%"
"01-24-2022","ucberkeleysummer","1,585","3","5","2","111","0","1","463","396","18","7","0","11","0","6","3.89%"
"01-24-2022","ucbstudyabroad","2,553","10","12","2","222","0","1","721","559","12","9","1","2","0","6","1.66%"
"01-25-2022","ucberkeleysummer","1,588","3","3","0","111","0","0","85","73","62","36","0","26","0","1","72.94%"
"01-25-2022","ucbstudyabroad","2,553","0","3","3","223","1","0","460","263","51","46","0","5","0","0","11.09%"
"01-26-2022","ucberkeleysummer","1,587","-1","2","3","111","0","0","95","86","6","2","0","4","0","2","6.32%"
"01-26-2022","ucbstudyabroad","2,562","9","16","7","223","0","1","703","433","23","21","1","1","0","5","3.27%"
"01-27-2022","ucberkeleysummer","1,586","-1","4","5","111","0","0","91","74","1","0","0","1","0","0","1.1%"
"01-27-2022","ucbstudyabroad","2,569","7","8","1","223","0","1","888","548","16","13","0","3","0","15","1.8%"
"01-28-2022","ucberkeleysummer","1,589","3","3","0","111","0","12","1,419","163","0","0","0","0","0","7","0%"
"01-28-2022","ucbstudyabroad","2,573","4","4","0","223","0","0","327","163","49","43","0","6","0","2","14.98%"
"01-29-2022","ucberkeleysummer","1,590","1","2","1","111","0","0","542","89","0","0","0","0","0","1","0%"
"01-29-2022","ucbstudyabroad","2,571","-2","1","3","223","0","0","71","43","5","3","0","2","0","1","7.04%"
"01-30-2022","ucberkeleysummer","1,588","-2","0","2","110","-1","0","19","5","1","1","0","0","0","0","5.26%"
"01-30-2022","ucbstudyabroad","2,571","0","0","0","223","0","0","130","25","2","1","0","1","0","1","1.54%"
"01-31-2022","ucberkeleysummer","1,590","2","8","6","110","0","1","501","306","17","17","0","0","0","8","3.39%"
"01-31-2022","ucbstudyabroad","2,569","-2","3","5","223","0","1","422","336","19","19","0","0","0","3","4.5%"
"02-01-2022","ucberkeleysummer","1,595","5","5","0","111","1","5","953","396","48","35","0","13","0","10","5.04%"
"02-01-2022","ucbstudyabroad","2,577","8","9","1","223","0","4","1,189","561","52","40","0","12","0","28","4.37%"
"02-02-2022","ucberkeleysummer","1,601","6","6","0","111","0","0","272","114","27","10","0","17","0","4","9.93%"
"02-02-2022","ucbstudyabroad","2,577","0","3","3","223","0","0","269","124","8","7","0","1","0","3","2.97%"
"02-03-2022","ucberkeleysummer","1,602","1","1","0","111","0","0","68","43","9","7","0","2","0","0","13.24%"
"02-03-2022","ucbstudyabroad","2,576","-1","0","1","223","0","1","810","384","24","21","0","3","0","4","2.96%"
"02-04-2022","ucberkeleysummer","1,601","-1","3","4","111","0","0","20","13","5","4","0","1","0","0","25%"
"02-04-2022","ucbstudyabroad","2,577","1","2","1","223","0","0","110","77","20","20","0","0","0","1","18.18%"
"02-05-2022","ucberkeleysummer","1,599","-2","3","5","111","0","0","18","7","2","1","0","1","0","1","11.11%"
"02-05-2022","ucbstudyabroad","2,577","0","0","0","223","0","0","36","30","2","2","0","0","0","0","5.56%"
"02-06-2022","ucberkeleysummer","1,601","2","2","0","111","0","0","7","4","3","0","0","3","0","0","42.86%"
"02-06-2022","ucbstudyabroad","2,577","0","0","0","222","-1","0","26","6","3","3","0","0","0","0","11.54%"
"02-07-2022","ucberkeleysummer","1,600","-1","1","2","111","0","1","297","160","0","0","0","0","0","1","0%"
"02-07-2022","ucbstudyabroad","2,574","-3","4","7","222","0","2","961","719","16","16","0","0","0","3","1.66%"
"02-08-2022","ucberkeleysummer","1,601","1","4","3","111","0","0","139","80","1","1","0","0","0","0","0.72%"
"02-08-2022","ucbstudyabroad","2,578","4","5","1","222","0","1","602","468","75","50","0","25","0","7","12.46%"
"02-09-2022","ucberkeleysummer","1,602","1","1","0","111","0","0","73","10","0","0","0","0","0","0","0%"
"02-09-2022","ucbstudyabroad","2,580","2","2","0","222","0","7","1,526","449","30","24","0","6","0","0","1.97%"
"02-10-2022","ucberkeleysummer","1,602","0","0","0","111","0","0","33","6","0","0","0","0","0","0","0%"
"02-10-2022","ucbstudyabroad","2,580","0","1","1","222","0","1","725","381","27","24","0","3","0","0","3.72%"
"02-11-2022","ucberkeleysummer","1,604","2","3","1","111","0","0","26","9","0","0","0","0","0","1","0%"
"02-11-2022","ucbstudyabroad","2,578","-2","0","2","222","0","0","143","88","10","10","0","0","0","0","6.99%"
"02-12-2022","ucberkeleysummer","1,603","-1","3","4","111","0","0","8","2","1","1","0","0","0","1","12.5%"
"02-12-2022","ucbstudyabroad","2,578","0","2","2","222","0","0","39","35","3","3","0","0","0","0","7.69%"
"02-13-2022","ucberkeleysummer","1,601","-2","2","4","111","0","0","27","5","0","0","0","0","0","0","0%"
"02-13-2022","ucbstudyabroad","2,576","-2","1","3","222","0","0","16","11","0","0","0","0","0","0","0%"
"02-14-2022","ucberkeleysummer","1,604","3","3","0","111","0","3","585","265","7","6","0","1","0","1","1.2%"
"02-14-2022","ucbstudyabroad","2,576","0","1","1","222","0","1","331","252","0","0","0","0","0","0","0%"
"02-15-2022","ucberkeleysummer","1,607","3","5","2","111","0","2","934","307","44","40","0","4","0","3","4.71%"
"02-15-2022","ucbstudyabroad","2,576","0","2","2","222","0","1","276","195","19","19","0","0","0","1","6.88%"
"02-16-2022","ucberkeleysummer","1,609","2","6","4","111","0","0","202","101","17","11","0","6","0","1","8.42%"
"02-16-2022","ucbstudyabroad","2,577","1","1","0","222","0","1","565","366","21","20","0","1","0","1","3.72%"
"02-17-2022","ucberkeleysummer","1,612","3","5","2","111","0","1","455","354","39","19","0","20","0","2","8.57%"
"02-17-2022","ucbstudyabroad","2,577","0","5","5","221","-1","2","1,034","538","40","36","0","4","0","11","3.87%"
"02-18-2022","ucberkeleysummer","1,615","3","5","2","111","0","1","314","223","46","33","0","13","0","0","14.65%"
"02-18-2022","ucbstudyabroad","2,577","0","3","3","221","0","0","236","138","23","18","0","5","0","0","9.75%"
"02-19-2022","ucberkeleysummer","1,617","2","2","0","111","0","0","60","50","4","1","0","3","0","0","6.67%"
"02-19-2022","ucbstudyabroad","2,580","3","3","0","221","0","1","469","356","17","16","0","1","0","2","3.62%"
"02-20-2022","ucberkeleysummer","1,619","2","2","0","111","0","0","92","32","0","0","0","0","0","1","0%"
"02-20-2022","ucbstudyabroad","2,580","0","1","1","222","1","0","190","69","7","6","0","1","0","0","3.68%"
"02-21-2022","ucberkeleysummer","1,620","1","1","0","111","0","1","332","263","20","15","0","5","0","1","6.02%"
"02-21-2022","ucbstudyabroad","2,580","0","0","0","222","0","1","659","415","29","27","0","2","0","1","4.4%"
"02-22-2022","ucberkeleysummer","1,622","2","11","9","111","0","2","711","386","34","19","0","15","0","13","4.78%"
"02-22-2022","ucbstudyabroad","2,578","-2","2","4","222","0","0","135","74","6","5","0","1","0","0","4.44%"
"02-23-2022","ucberkeleysummer","1,630","8","8","0","111","0","0","206","125","29","13","0","16","0","5","14.08%"
"02-23-2022","ucbstudyabroad","2,579","1","3","2","222","0","2","928","431","25","24","0","1","0","1","2.69%"
"02-24-2022","ucberkeleysummer","1,638","8","8","0","111","0","2","426","231","18","9","0","9","0","2","4.23%"
"02-24-2022","ucbstudyabroad","2,578","-1","1","2","223","1","1","381","272","17","16","0","1","0","1","4.46%"
"02-25-2022","ucberkeleysummer","1,641","3","3","0","112","1","0","83","49","1","0","0","1","0","0","1.2%"
"02-25-2022","ucbstudyabroad","2,580","2","5","3","223","0","1","856","580","28","25","0","3","0","0","3.27%"
"02-26-2022","ucberkeleysummer","1,642","1","2","1","112","0","0","68","26","0","0","0","0","0","0","0%"
"02-26-2022","ucbstudyabroad","2,581","1","1","0","223","0","0","252","190","26","17","0","9","0","1","10.32%"
"02-27-2022","ucberkeleysummer","1,643","1","1","0","112","0","0","31","13","3","3","0","0","0","1","9.68%"
"02-27-2022","ucbstudyabroad","2,581","0","0","0","223","0","0","89","60","15","10","0","5","0","0","16.85%"
"02-28-2022","ucberkeleysummer","1,649","6","7","1","112","0","1","324","245","0","0","0","0","0","2","0%"
"02-28-2022","ucbstudyabroad","2,582","1","1","0","223","0","1","290","239","5","5","0","0","0","1","1.72%"
